ApplicantID,EmployedWith,ProofOfIdentityProvided,NumberOfDependents
APP-13774,Yes,Yes,5
APP-13893,Yes,No,3
APP-13912,Yes,Yes,3
APP-14031,No,No,0
APP-14124,Yes,No,2
APP-14642,No,No,5
APP-14849,Yes,Yes,3
APP-14985,No,Yes,5
APP-14991,Yes,Yes,5
APP-15203,No,No,1
APP-15395,Yes,Yes,2
APP-15553,No,Yes,4
APP-15666,No,No,0
APP-15745,No,Yes,3
APP-16235,No,Yes,0
APP-16685,Yes,Yes,4
APP-17135,No,No,3
APP-17206,Yes,Yes,0
APP-17521,No,No,4
APP-17732,No,No,1
APP-18302,No,No,4
APP-18325,Yes,Yes,2
APP-18750,Yes,No,2
APP-18765,Yes,Yes,4
APP-18785,Yes,Yes,5
APP-18814,Yes,Yes,5
APP-18858,Yes,No,1
APP-18875,No,Yes,0
APP-18924,No,Yes,0
APP-18943,No,Yes,1
APP-19017,Yes,Yes,3
APP-19080,No,Yes,4
APP-19182,No,Yes,2
APP-19196,No,Yes,2
APP-19201,Yes,Yes,2
APP-19216,Yes,Yes,5
APP-19236,No,No,5
APP-19247,Yes,No,0
APP-19268,No,No,0
APP-19278,Yes,No,1
APP-19301,Yes,No,3
APP-19326,No,Yes,5
APP-19347,Yes,No,4
APP-19355,Yes,Yes,2
APP-19481,Yes,No,1
APP-19486,No,No,3
APP-19545,Yes,No,0
APP-19625,No,No,2
APP-19826,Yes,Yes,4
APP-19846,No,Yes,5
APP-19850,No,Yes,2
APP-19905,Yes,No,2
APP-19963,Yes,No,4
APP-19991,Yes,Yes,5
APP-19998,No,No,1
APP-20032,Yes,No,4
APP-20077,Yes,Yes,5
APP-20123,Yes,No,5
APP-20172,Yes,Yes,4
APP-20980,Yes,No,0
APP-21064,No,No,1
APP-21108,No,No,1
APP-21140,Yes,Yes,3
APP-21658,No,No,3
APP-22777,No,No,0
APP-23653,No,No,5
APP-23927,No,Yes,0
APP-23962,No,No,3
APP-24020,No,No,3
APP-24073,No,No,1
APP-24100,Yes,Yes,3
APP-24178,Yes,Yes,4
APP-24192,Yes,No,5
APP-24194,No,Yes,2
APP-24341,Yes,No,4
APP-24355,No,Yes,5
APP-24390,Yes,No,3
APP-24429,No,No,2
APP-24434,Yes,No,0
APP-24456,No,No,3
APP-24492,No,No,3
APP-24496,Yes,No,0
APP-24707,Yes,Yes,3
APP-24771,No,No,2
APP-24797,Yes,Yes,0
APP-24807,No,Yes,0
APP-24816,No,No,1
APP-24886,No,No,3
APP-24955,No,No,1
APP-25087,No,No,2
APP-25093,No,No,5
APP-25264,No,No,2
APP-25322,Yes,Yes,0
APP-25343,Yes,No,1
APP-25441,Yes,Yes,3
APP-25454,No,Yes,2
APP-25542,Yes,Yes,1
APP-25650,No,Yes,0
APP-25658,Yes,No,4
APP-27416,No,No,0
APP-27519,Yes,Yes,5
APP-27656,Yes,Yes,0
APP-27772,Yes,Yes,1
APP-4346,Yes,Yes,4
APP-4956,Yes,Yes,3
APP-7388,No,Yes,0
APP-9104,Yes,No,0
APP-10961,No,No,4
APP-14694,Yes,Yes,3
APP-18511,Yes,Yes,0
APP-19566,No,No,0
APP-23941,Yes,No,1
APP-1371,No,Yes,5
APP-2893,No,No,1
APP-3811,Yes,Yes,2
APP-3821,No,No,1
APP-4645,Yes,Yes,3
APP-13736,No,No,2
APP-19005,No,Yes,1
APP-24096,No,No,4
APP-24474,Yes,Yes,1
APP-24999,Yes,Yes,5
APP-2546,No,No,1
APP-3646,No,No,5
APP-7744,No,No,1
APP-9343,Yes,No,5
APP-10996,No,No,0
APP-12657,No,No,5
APP-13265,Yes,Yes,4
APP-18111,No,Yes,2
APP-21961,Yes,Yes,0
APP-24093,Yes,No,4
APP-1347,Yes,No,2
APP-1358,No,No,5
APP-1390,No,No,1
APP-1455,No,No,0
APP-1480,Yes,No,2
APP-1501,Yes,No,1
APP-1529,No,No,0
APP-1538,No,Yes,2
APP-1572,No,No,2
APP-1626,Yes,Yes,0
APP-1643,No,Yes,0
APP-1660,No,Yes,5
APP-1665,No,No,5
APP-1677,No,Yes,2
APP-1683,No,No,3
APP-1689,No,Yes,1
APP-1743,No,No,2
APP-1751,No,No,0
APP-1763,Yes,Yes,2
APP-1801,No,Yes,0
APP-1884,No,No,1
APP-1948,Yes,No,5
APP-1960,No,No,0
APP-2107,No,No,0
APP-2116,Yes,No,3
APP-2124,No,No,5
APP-2197,Yes,No,0
APP-2235,No,Yes,4
APP-2386,Yes,No,4
APP-2571,No,No,3
APP-2615,No,No,1
APP-2619,No,Yes,1
APP-2663,No,No,0
APP-2708,Yes,No,3
APP-2794,No,Yes,5
APP-2871,Yes,No,3
APP-2925,No,Yes,3
APP-2937,No,No,4
APP-2946,No,Yes,5
APP-2988,No,Yes,1
APP-3061,Yes,Yes,5
APP-3148,Yes,No,4
APP-3156,No,No,1
APP-3233,No,Yes,2
APP-3517,Yes,Yes,0
APP-3616,Yes,No,5
APP-3669,No,No,2
APP-3761,Yes,Yes,5
APP-3789,No,Yes,0
APP-3903,No,Yes,0
APP-4001,No,No,3
APP-4023,Yes,Yes,4
APP-4151,Yes,Yes,4
APP-4165,No,Yes,1
APP-4255,No,No,3
APP-4453,Yes,No,4
APP-4474,Yes,No,1
APP-4713,Yes,No,1
APP-4900,No,No,1
APP-4938,No,No,4
APP-4973,Yes,Yes,0
APP-5019,Yes,No,3
APP-5033,No,No,3
APP-5121,Yes,No,1
APP-5130,No,Yes,1
APP-5144,No,Yes,1
APP-5226,No,No,1
APP-5259,No,No,1
APP-5292,No,No,1
APP-5315,No,No,5
APP-5357,Yes,Yes,3
APP-5717,Yes,Yes,5
APP-5888,No,Yes,1
APP-6077,Yes,Yes,0
APP-6363,No,No,2
APP-6383,Yes,Yes,5
APP-6729,No,Yes,5
APP-6917,No,Yes,4
APP-7161,No,Yes,4
APP-7199,Yes,Yes,5
APP-7261,No,Yes,3
APP-7284,Yes,Yes,4
APP-7367,Yes,Yes,1
APP-7385,Yes,Yes,0
APP-7447,No,No,3
APP-7479,Yes,Yes,3
APP-7533,No,Yes,0
APP-7583,No,Yes,5
APP-7773,No,No,1
APP-7902,No,Yes,3
APP-7963,No,No,0
APP-8008,No,Yes,1
APP-8053,No,Yes,5
APP-8066,Yes,Yes,0
APP-8077,Yes,Yes,1
APP-8138,Yes,No,4
APP-8286,Yes,Yes,0
APP-8326,Yes,No,1
APP-8439,No,No,2
APP-8559,No,Yes,4
APP-8583,Yes,No,3
APP-8808,No,No,0
APP-9029,No,Yes,1
APP-9173,Yes,Yes,3
APP-9189,No,Yes,3
APP-9289,No,Yes,5
APP-9332,Yes,Yes,3
APP-9628,No,No,3
APP-9699,Yes,No,1
APP-9736,Yes,Yes,5
APP-9866,No,Yes,1
APP-9873,No,Yes,5
APP-9962,No,Yes,2
APP-10063,Yes,Yes,2
APP-10154,No,Yes,1
APP-10300,Yes,Yes,5
APP-10307,No,Yes,1
APP-10333,Yes,Yes,2
APP-10338,No,Yes,1
APP-10448,No,Yes,0
APP-10471,No,Yes,5
APP-10527,Yes,Yes,0
APP-10539,No,No,0
APP-10561,No,No,0
APP-10658,No,Yes,3
APP-10775,No,Yes,0
APP-10820,Yes,Yes,5
APP-10898,Yes,Yes,5
APP-10916,Yes,Yes,2
APP-11002,No,Yes,5
APP-11022,No,Yes,3
APP-11026,Yes,No,2
APP-11083,No,No,4
APP-11196,Yes,No,4
APP-11225,Yes,No,1
APP-11337,Yes,Yes,3
APP-11478,No,No,0
APP-11583,No,Yes,4
APP-11646,Yes,No,3
APP-11710,No,No,0
APP-11771,Yes,Yes,4
APP-11780,Yes,No,1
APP-11825,Yes,Yes,2
APP-11973,Yes,Yes,1
APP-12000,No,No,4
APP-12025,No,Yes,2
APP-12075,Yes,No,4
APP-12091,Yes,Yes,4
APP-12157,Yes,Yes,0
APP-12519,Yes,No,3
APP-12636,No,No,5
APP-12705,Yes,Yes,2
APP-13075,No,Yes,5
APP-13106,Yes,Yes,1
APP-13145,Yes,No,2
APP-13206,No,Yes,3
APP-13227,Yes,No,5
APP-13369,Yes,No,3
APP-13504,Yes,Yes,3
APP-13556,Yes,Yes,0
APP-13603,Yes,Yes,4
APP-13606,Yes,Yes,1
APP-13640,No,No,5
APP-13727,No,No,1
APP-13757,No,No,1
APP-13835,Yes,No,2
APP-13886,No,Yes,0
APP-13941,Yes,Yes,0
APP-14048,Yes,Yes,1
APP-14118,Yes,No,1
APP-14282,Yes,No,5
APP-14309,Yes,No,3
APP-14321,Yes,Yes,2
APP-14555,Yes,No,3
APP-14581,Yes,Yes,4
APP-14585,Yes,No,3
APP-14637,Yes,Yes,4
APP-14640,Yes,Yes,4
APP-14705,Yes,Yes,3
APP-15470,Yes,No,1
APP-15735,Yes,No,3
APP-16082,Yes,Yes,4
APP-16263,No,No,0
APP-16353,Yes,No,4
APP-16389,Yes,No,5
APP-16391,Yes,No,2
APP-16432,Yes,Yes,0
APP-16498,Yes,No,3
APP-16646,No,Yes,4
APP-16698,No,Yes,5
APP-16994,Yes,No,0
APP-17025,No,Yes,1
APP-17060,Yes,No,3
APP-17494,Yes,Yes,4
APP-17514,No,Yes,5
APP-17520,Yes,No,2
APP-17650,Yes,No,1
APP-17687,No,No,2
APP-17789,No,Yes,0
APP-18056,No,No,2
APP-18188,No,Yes,4
APP-18274,No,Yes,4
APP-18310,Yes,Yes,2
APP-18316,Yes,No,0
APP-18632,No,Yes,4
APP-18700,No,Yes,4
APP-18725,Yes,No,2
APP-18737,No,No,2
APP-18804,Yes,Yes,0
APP-18868,Yes,No,1
APP-18892,Yes,Yes,3
APP-18904,Yes,Yes,3
APP-18911,No,Yes,3
APP-18926,Yes,Yes,2
APP-18928,No,Yes,4
APP-18973,No,Yes,4
APP-18995,Yes,Yes,5
APP-19049,No,No,1
APP-19065,Yes,No,4
APP-19084,No,Yes,2
APP-19160,Yes,Yes,0
APP-19179,Yes,Yes,0
APP-19226,No,No,5
APP-19275,No,No,3
APP-19280,No,No,3
APP-19285,No,Yes,0
APP-19311,No,Yes,3
APP-19318,Yes,Yes,3
APP-19358,No,Yes,1
APP-19401,Yes,No,0
APP-19512,Yes,No,1
APP-19519,Yes,No,5
APP-19556,Yes,No,3
APP-19680,Yes,Yes,4
APP-19687,Yes,No,5
APP-19700,Yes,No,3
APP-19871,No,Yes,3
APP-19912,No,No,1
APP-19926,No,No,2
APP-19962,Yes,Yes,5
APP-20003,No,Yes,2
APP-20049,Yes,Yes,4
APP-20068,No,Yes,3
APP-20160,Yes,Yes,2
APP-20169,No,No,4
APP-20249,Yes,No,3
APP-20299,No,Yes,0
APP-20334,No,Yes,5
APP-20367,No,No,4
APP-20376,Yes,Yes,2
APP-20406,Yes,Yes,3
APP-20436,No,No,4
APP-20569,Yes,Yes,1
APP-20758,No,No,5
APP-20794,Yes,Yes,4
APP-20821,No,No,2
APP-20880,No,No,3
APP-20913,No,No,0
APP-20925,Yes,No,5
APP-20931,Yes,Yes,0
APP-20955,No,Yes,4
APP-21046,No,Yes,1
APP-21120,Yes,No,0
APP-21199,Yes,No,1
APP-21361,No,No,4
APP-21451,No,Yes,3
APP-21550,No,Yes,5
APP-21632,No,Yes,3
APP-21708,No,No,0
APP-21741,Yes,Yes,0
APP-21773,Yes,Yes,0
APP-21795,Yes,No,0
APP-21799,No,Yes,4
APP-21817,Yes,Yes,1
APP-22127,Yes,Yes,5
APP-22371,Yes,No,2
APP-22451,Yes,No,4
APP-22687,No,Yes,0
APP-22788,No,Yes,0
APP-22809,No,No,5
APP-22831,Yes,No,5
APP-22926,No,Yes,0
APP-23061,Yes,No,2
APP-23112,No,No,5
APP-23329,Yes,No,5
APP-23668,Yes,No,1
APP-23742,Yes,Yes,0
APP-23777,No,No,3
APP-23805,No,Yes,0
APP-24028,Yes,No,2
APP-24058,Yes,No,2
APP-24071,No,No,2
APP-24155,Yes,Yes,5
APP-24163,Yes,No,2
APP-24254,Yes,No,4
APP-24285,No,Yes,0
APP-24316,Yes,Yes,3
APP-24324,No,Yes,4
APP-24374,Yes,No,5
APP-24452,Yes,Yes,5
APP-24468,Yes,Yes,1
APP-24470,No,Yes,4
APP-24497,Yes,No,0
APP-24547,No,Yes,4
APP-24567,Yes,Yes,2
APP-24599,Yes,No,4
APP-24779,No,No,5
APP-24904,No,Yes,2
APP-24918,Yes,Yes,4
APP-24972,No,No,1
APP-25044,No,No,0
APP-25069,Yes,Yes,0
APP-25120,Yes,No,5
APP-25125,Yes,Yes,4
APP-25205,Yes,No,2
APP-25230,No,No,1
APP-25256,Yes,No,2
APP-25375,Yes,Yes,0
APP-25449,Yes,No,5
APP-25589,No,No,2
APP-25632,No,No,1
APP-25651,Yes,Yes,1
APP-25780,Yes,Yes,2
APP-25879,Yes,No,3
APP-25971,No,No,1
APP-26120,Yes,Yes,1
APP-26215,No,Yes,3
APP-26231,Yes,Yes,0
APP-26283,No,Yes,5
APP-26320,No,Yes,5
APP-26580,No,Yes,4
APP-26688,Yes,No,4
APP-26759,No,Yes,4
APP-26781,Yes,No,4
APP-26801,Yes,No,0
APP-26808,No,Yes,3
APP-26810,No,No,1
APP-26833,No,No,5
APP-26870,Yes,Yes,0
APP-27231,No,Yes,4
APP-27342,Yes,Yes,2
APP-27430,Yes,No,4
APP-27476,No,No,0
APP-27699,Yes,Yes,0
APP-27763,No,Yes,1
APP-27827,Yes,No,2
APP-1482,Yes,Yes,4
APP-1512,No,Yes,2
APP-1534,No,No,3
APP-1578,Yes,No,3
APP-1670,Yes,Yes,5
APP-1704,No,No,1
APP-1713,Yes,Yes,2
APP-1722,Yes,No,0
APP-1772,No,No,4
APP-1897,Yes,No,0
APP-1904,No,Yes,5
APP-1933,No,Yes,3
APP-1994,No,No,2
APP-2065,Yes,No,1
APP-2076,No,No,2
APP-2096,Yes,Yes,3
APP-2106,Yes,No,0
APP-2205,Yes,No,2
APP-2212,Yes,No,2
APP-2220,Yes,No,5
APP-2281,No,No,4
APP-2296,Yes,Yes,1
APP-2338,Yes,Yes,1
APP-2340,No,No,4
APP-2353,Yes,Yes,5
APP-2387,No,No,4
APP-2414,No,Yes,3
APP-2425,No,Yes,0
APP-2441,Yes,No,4
APP-2466,No,Yes,3
APP-2511,No,Yes,0
APP-2520,No,Yes,2
APP-2562,Yes,No,4
APP-2678,No,Yes,1
APP-2707,No,Yes,1
APP-2732,Yes,No,2
APP-2796,No,Yes,2
APP-2804,No,No,5
APP-2887,No,Yes,2
APP-2961,Yes,Yes,3
APP-3026,No,No,5
APP-3033,Yes,Yes,2
APP-3224,No,Yes,3
APP-3287,Yes,No,4
APP-3366,Yes,No,4
APP-3398,Yes,No,3
APP-3667,No,Yes,5
APP-3673,No,No,0
APP-3826,Yes,Yes,0
APP-4073,Yes,No,4
APP-4280,Yes,No,4
APP-4499,No,No,0
APP-4506,Yes,Yes,0
APP-4594,Yes,Yes,3
APP-4602,No,No,0
APP-4660,Yes,No,1
APP-4682,Yes,Yes,0
APP-4704,Yes,No,0
APP-4769,No,Yes,1
APP-4826,No,Yes,5
APP-5018,No,No,2
APP-5141,Yes,No,5
APP-5171,No,Yes,1
APP-5204,Yes,Yes,5
APP-5208,No,Yes,4
APP-5516,No,Yes,4
APP-6283,No,Yes,4
APP-6658,Yes,Yes,2
APP-6855,No,Yes,2
APP-6943,No,Yes,4
APP-7020,Yes,No,0
APP-7232,No,Yes,3
APP-7262,No,Yes,5
APP-7553,No,No,3
APP-7582,No,No,2
APP-7589,Yes,Yes,5
APP-7602,No,No,2
APP-7694,No,No,3
APP-7720,Yes,Yes,0
APP-7769,Yes,No,0
APP-7863,Yes,Yes,2
APP-7897,Yes,No,0
APP-7973,No,No,3
APP-7978,Yes,No,2
APP-7983,Yes,No,1
APP-8040,Yes,No,2
APP-8216,Yes,Yes,4
APP-8222,Yes,No,0
APP-8288,Yes,No,0
APP-8329,Yes,Yes,3
APP-8587,No,Yes,2
APP-8607,Yes,No,3
APP-8747,No,Yes,2
APP-8788,Yes,No,2
APP-8863,Yes,Yes,1
APP-8925,Yes,No,0
APP-8960,Yes,Yes,4
APP-9026,Yes,Yes,5
APP-9039,Yes,Yes,4
APP-9230,Yes,No,0
APP-9239,No,Yes,3
APP-9240,Yes,Yes,4
APP-9307,No,Yes,1
APP-9324,No,No,1
APP-9433,No,No,5
APP-9532,Yes,Yes,1
APP-9549,No,No,4
APP-9569,Yes,No,1
APP-9669,Yes,No,1
APP-9681,Yes,No,3
APP-9737,No,Yes,0
APP-9762,Yes,No,4
APP-9796,No,Yes,0
APP-9825,Yes,Yes,1
APP-9952,No,No,3
APP-10064,No,Yes,0
APP-10126,No,Yes,2
APP-10145,Yes,Yes,4
APP-10244,No,No,1
APP-10315,No,Yes,1
APP-10407,Yes,Yes,2
APP-10558,Yes,No,1
APP-10616,No,Yes,0
APP-10637,Yes,No,1
APP-10710,No,Yes,5
APP-10795,Yes,No,0
APP-10855,No,Yes,0
APP-11055,Yes,Yes,4
APP-11188,Yes,No,4
APP-11385,Yes,No,5
APP-11419,No,No,4
APP-11624,Yes,No,5
APP-11641,No,Yes,4
APP-11674,No,No,2
APP-11694,Yes,Yes,2
APP-11698,Yes,Yes,3
APP-11717,Yes,No,0
APP-11729,Yes,Yes,3
APP-11750,Yes,No,2
APP-11768,No,Yes,5
APP-11833,No,No,5
APP-11841,Yes,Yes,3
APP-11859,No,No,0
APP-11890,No,Yes,4
APP-11943,No,Yes,1
APP-11950,No,Yes,2
APP-11961,No,Yes,5
APP-11967,Yes,Yes,0
APP-12036,No,Yes,1
APP-12055,No,Yes,2
APP-12252,Yes,Yes,0
APP-12506,Yes,No,2
APP-12508,Yes,Yes,0
APP-12530,Yes,No,2
APP-12536,Yes,No,2
APP-12581,No,No,5
APP-12586,No,Yes,4
APP-12609,Yes,Yes,0
APP-12613,Yes,No,3
APP-12659,No,Yes,1
APP-12693,Yes,Yes,2
APP-12716,Yes,No,4
APP-12770,No,Yes,5
APP-12781,Yes,No,3
APP-12844,Yes,No,2
APP-12868,Yes,Yes,0
APP-12982,No,No,1
APP-12995,No,No,3
APP-13029,Yes,No,1
APP-13071,Yes,No,2
APP-13166,No,Yes,4
APP-13200,No,No,5
APP-13212,No,No,5
APP-13345,No,Yes,3
APP-13354,No,No,2
APP-13382,No,Yes,5
APP-13467,No,No,2
APP-13530,No,Yes,5
APP-13695,No,Yes,1
APP-13815,Yes,No,4
APP-13897,No,Yes,3
APP-13930,No,Yes,1
APP-13968,No,No,1
APP-14064,Yes,Yes,2
APP-14216,No,No,2
APP-14232,No,No,2
APP-14275,Yes,Yes,0
APP-14337,No,No,3
APP-14399,No,No,3
APP-14494,Yes,Yes,5
APP-14649,Yes,Yes,5
APP-14866,No,Yes,4
APP-15356,No,No,0
APP-15493,Yes,Yes,4
APP-15504,Yes,Yes,4
APP-15581,Yes,Yes,0
APP-15818,Yes,No,0
APP-15878,Yes,No,0
APP-16059,No,No,4
APP-16211,No,No,3
APP-16319,No,No,4
APP-16396,Yes,Yes,1
APP-16398,Yes,Yes,5
APP-16453,Yes,No,2
APP-16516,No,Yes,3
APP-16534,No,Yes,1
APP-16547,No,Yes,3
APP-16548,Yes,No,1
APP-16679,No,Yes,2
APP-16694,No,No,2
APP-16716,No,No,3
APP-16841,No,Yes,4
APP-17066,No,Yes,1
APP-17470,Yes,Yes,5
APP-17559,No,Yes,2
APP-17679,Yes,No,1
APP-17714,Yes,Yes,0
APP-18217,Yes,No,4
APP-18615,No,Yes,4
APP-18621,Yes,No,3
APP-18782,No,No,1
APP-18799,No,No,1
APP-18813,No,Yes,2
APP-18820,No,Yes,0
APP-18821,No,Yes,5
APP-18870,Yes,Yes,5
APP-18888,Yes,Yes,0
APP-19098,No,Yes,1
APP-19114,Yes,Yes,2
APP-19162,Yes,No,4
APP-19167,No,No,3
APP-19171,No,No,4
APP-19315,No,Yes,0
APP-19320,No,No,0
APP-19333,No,Yes,1
APP-19341,Yes,No,0
APP-19359,Yes,Yes,2
APP-19402,No,Yes,4
APP-19610,Yes,Yes,1
APP-19676,Yes,Yes,2
APP-19677,No,No,2
APP-19704,Yes,Yes,3
APP-19732,Yes,Yes,0
APP-19859,Yes,Yes,0
APP-19913,Yes,No,2
APP-20025,Yes,Yes,5
APP-20030,No,No,1
APP-20198,No,No,5
APP-20207,Yes,No,2
APP-20230,Yes,Yes,2
APP-20240,Yes,Yes,0
APP-20300,No,No,4
APP-20315,Yes,Yes,0
APP-20349,No,No,3
APP-20408,Yes,No,3
APP-20506,No,Yes,1
APP-20513,Yes,No,4
APP-20518,Yes,Yes,2
APP-20544,Yes,Yes,5
APP-20666,No,Yes,4
APP-20669,Yes,Yes,0
APP-20737,Yes,No,0
APP-20764,No,Yes,2
APP-20826,Yes,No,5
APP-20839,Yes,Yes,2
APP-20844,No,No,3
APP-20907,Yes,No,0
APP-20964,No,No,5
APP-20987,Yes,No,0
APP-21084,Yes,Yes,3
APP-21090,Yes,Yes,1
APP-21145,No,Yes,5
APP-21189,No,Yes,1
APP-21345,No,No,3
APP-21356,Yes,Yes,0
APP-21500,No,No,0
APP-21513,Yes,No,5
APP-21536,Yes,Yes,1
APP-21546,No,No,2
APP-21580,Yes,Yes,2
APP-21664,Yes,Yes,3
APP-21669,Yes,Yes,2
APP-21680,No,Yes,1
APP-21696,Yes,Yes,4
APP-21725,Yes,No,3
APP-21755,No,No,0
APP-21865,Yes,No,4
APP-22276,Yes,Yes,1
APP-22576,No,No,0
APP-22804,No,No,2
APP-22817,Yes,Yes,3
APP-22898,No,No,2
APP-22965,Yes,No,3
APP-23100,No,No,1
APP-23471,Yes,Yes,5
APP-23478,Yes,No,5
APP-23513,Yes,Yes,1
APP-23560,No,No,0
APP-23598,No,Yes,3
APP-23615,No,No,4
APP-23632,No,Yes,2
APP-23715,Yes,Yes,3
APP-23721,Yes,No,4
APP-23737,No,No,2
APP-23759,No,Yes,1
APP-23781,No,No,1
APP-23834,Yes,No,0
APP-23981,Yes,No,1
APP-23986,Yes,No,1
APP-24056,Yes,No,1
APP-24159,Yes,No,3
APP-24195,Yes,No,0
APP-24279,No,Yes,3
APP-24353,Yes,No,4
APP-24391,Yes,No,5
APP-24424,No,No,1
APP-24467,Yes,No,4
APP-24471,No,No,4
APP-24498,Yes,No,3
APP-24503,No,Yes,1
APP-24562,No,Yes,3
APP-24574,No,Yes,2
APP-24658,No,No,2
APP-24697,Yes,Yes,5
APP-24712,Yes,Yes,1
APP-24749,No,Yes,5
APP-24763,No,No,5
APP-24853,No,Yes,4
APP-24924,Yes,Yes,3
APP-24926,No,No,4
APP-24985,No,Yes,5
APP-25118,No,Yes,5
APP-25167,Yes,Yes,2
APP-25177,No,No,3
APP-25213,Yes,Yes,3
APP-25220,Yes,No,3
APP-25277,No,Yes,1
APP-25294,Yes,No,1
APP-25336,No,No,1
APP-25462,Yes,No,3
APP-25463,Yes,Yes,4
APP-25630,Yes,No,0
APP-25637,Yes,No,4
APP-25759,Yes,No,5
APP-25967,Yes,No,2
APP-26043,No,Yes,5
APP-26170,No,Yes,5
APP-26261,No,Yes,2
APP-26273,No,No,1
APP-26302,Yes,No,0
APP-26427,No,Yes,1
APP-26483,No,Yes,4
APP-26495,Yes,No,1
APP-26826,No,Yes,2
APP-26851,Yes,No,5
APP-27510,No,Yes,2
APP-27525,Yes,Yes,1
APP-27696,Yes,No,4
APP-27796,Yes,Yes,5
APP-27835,Yes,Yes,3
APP-7350,No,No,4
APP-7380,No,Yes,1
APP-7393,Yes,No,4
APP-7496,Yes,No,2
APP-7588,Yes,Yes,0
APP-7595,No,Yes,2
APP-7700,Yes,No,2
APP-7702,No,No,3
APP-7771,No,No,1
APP-7894,No,Yes,3
APP-8088,No,No,3
APP-8090,No,Yes,1
APP-8148,No,No,4
APP-8219,No,No,5
APP-8240,No,No,0
APP-8250,No,No,3
APP-8465,No,Yes,3
APP-8561,No,Yes,4
APP-8582,No,Yes,1
APP-8601,No,No,2
APP-8664,Yes,No,4
APP-8674,Yes,No,2
APP-8701,No,Yes,0
APP-8762,Yes,No,5
APP-8805,Yes,Yes,3
APP-8836,Yes,Yes,0
APP-8846,No,Yes,2
APP-8947,No,No,2
APP-8950,Yes,Yes,2
APP-9015,Yes,Yes,3
APP-9074,No,Yes,1
APP-9097,No,No,1
APP-9113,Yes,Yes,5
APP-9171,Yes,No,5
APP-9303,No,Yes,3
APP-9437,No,Yes,1
APP-9588,No,No,1
APP-9705,No,Yes,5
APP-9759,No,No,3
APP-9786,Yes,No,1
APP-9987,Yes,No,5
APP-10237,No,No,5
APP-10428,No,No,1
APP-10668,No,No,4
APP-11308,No,No,5
APP-11593,No,Yes,0
APP-11963,No,No,0
APP-12137,Yes,Yes,0
APP-12571,Yes,Yes,4
APP-13107,No,No,0
APP-14196,Yes,Yes,2
APP-14645,Yes,Yes,0
APP-15074,No,Yes,3
APP-15477,No,Yes,0
APP-16350,Yes,Yes,2
APP-16485,No,Yes,0
APP-16574,Yes,No,1
APP-16667,Yes,No,2
APP-17658,No,No,3
APP-17826,No,Yes,1
APP-1375,Yes,No,1
APP-1380,Yes,Yes,4
APP-1515,Yes,Yes,1
APP-1621,No,No,0
APP-1639,No,No,1
APP-1655,Yes,No,1
APP-1673,Yes,Yes,4
APP-1680,No,No,0
APP-1765,No,Yes,0
APP-1807,No,No,1
APP-1830,Yes,Yes,3
APP-1900,No,Yes,3
APP-1912,Yes,Yes,0
APP-1923,Yes,No,3
APP-2022,Yes,Yes,0
APP-2029,No,No,0
APP-2514,No,No,2
APP-2575,No,No,0
APP-2939,No,No,2
APP-2976,Yes,No,1
APP-3012,Yes,No,4
APP-3070,No,No,5
APP-3244,No,No,0
APP-3793,No,Yes,1
APP-3916,Yes,Yes,0
APP-4109,Yes,No,0
APP-4387,Yes,Yes,5
APP-4628,No,Yes,4
APP-4735,No,No,2
APP-5040,Yes,No,5
APP-5087,Yes,No,0
APP-5238,Yes,No,0
APP-5518,Yes,No,2
APP-5797,No,Yes,3
APP-6470,No,Yes,4
APP-6478,No,Yes,4
APP-6890,Yes,Yes,0
APP-7030,No,Yes,5
APP-7285,No,Yes,4
APP-7379,Yes,No,5
APP-7391,No,No,3
APP-7392,No,No,0
APP-7396,Yes,No,2
APP-7419,No,Yes,2
APP-7537,No,No,0
APP-7568,No,Yes,2
APP-7601,Yes,No,2
APP-7735,Yes,Yes,0
APP-7756,Yes,Yes,1
APP-7766,No,Yes,5
APP-7816,Yes,No,5
APP-7859,No,Yes,4
APP-7896,No,No,4
APP-7946,Yes,Yes,1
APP-7958,No,Yes,2
APP-7959,Yes,Yes,4
APP-7962,Yes,Yes,3
APP-7974,Yes,No,5
APP-7975,No,No,1
APP-8102,No,Yes,2
APP-8161,Yes,Yes,3
APP-8217,No,Yes,5
APP-8254,No,Yes,1
APP-8285,Yes,Yes,2
APP-8328,Yes,No,0
APP-8364,Yes,Yes,5
APP-8462,No,No,2
APP-8632,No,No,3
APP-8657,Yes,Yes,4
APP-8682,Yes,Yes,5
APP-8731,Yes,No,1
APP-9158,Yes,Yes,5
APP-9198,No,No,5
APP-9256,Yes,No,5
APP-9369,No,No,0
APP-9391,No,No,1
APP-9397,Yes,Yes,2
APP-9402,Yes,Yes,5
APP-9424,Yes,No,0
APP-9550,Yes,No,4
APP-9623,No,No,1
APP-9707,No,Yes,1
APP-9713,Yes,Yes,3
APP-9729,Yes,No,2
APP-9773,Yes,Yes,5
APP-9822,Yes,No,3
APP-9845,No,Yes,0
APP-9942,Yes,No,1
APP-9959,No,Yes,0
APP-10303,No,No,4
APP-10373,Yes,Yes,4
APP-10467,No,No,5
APP-10542,No,No,5
APP-10617,Yes,Yes,3
APP-10697,Yes,Yes,3
APP-10744,Yes,Yes,3
APP-11046,No,No,5
